Age,Gender,Weight (kg),Height (m),Calories_Burned,Workout_Type,Workout_Frequency (days/week),BMI,Name of Exercise
53.32,Female,125.11,1.91,465.98,Cardio,1.99,34.29,Pull-ups
22.39,Female,58.54,1.72,960.0,Cardio,3.0,19.79,Leg Press
25.18,Female,50.44,1.98,1231.2,Strength,3.02,12.87,Burpees
55.91,Female,47.44,1.87,833.38,HIIT,3.02,13.57,Deadlifts
41.12,Male,73.93,1.61,1400.37,HIIT,4.0,28.52,Turkish Get-ups
57.84,Male,46.5,1.67,1381.25,Strength,4.01,16.67,Leg Press
32.01,Male,62.36,1.63,1735.46,Cardio,5.03,23.47,Prone Cobras
42.69,Female,73.0,1.8,521.4,Yoga,3.03,22.53,Step-ups
33.11,Male,40.57,1.62,1026.34,Cardio,3.99,15.46,Pistol Squats
30.06,Male,61.54,1.52,2082.6,Strength,4.01,26.64,Pistol Squats
29.83,Male,77.49,1.77,1353.6,Cardio,3.99,24.73,Lat Pulldowns
36.81,Male,70.23,1.5,455.4,Yoga,1.98,31.21,Glute Bridges
58.42,Female,74.4,1.69,1382.4,Strength,3.98,26.05,Plyo Squats
22.5,Male,78.95,1.71,978.38,Yoga,3.99,27.0,Step-ups
23.06,Female,60.62,1.59,1396.2,Yoga,4.03,23.98,Decline Push-ups
20.15,Male,50.8,1.58,618.78,HIIT,2.03,20.35,Frog Jumps
19.15,Female,86.32,1.85,1929.02,Strength,4.01,25.22,Glute Bridges
34.03,Male,47.23,1.61,1345.28,HIIT,2.99,18.22,Step-ups
42.79,Female,102.72,1.73,811.06,Strength,2.03,34.32,Dips
35.27,Male,70.61,1.79,1025.49,Cardio,2.97,22.04,Bulgarian Split Squats
18.91,Female,85.58,1.85,2343.4,HIIT,3.99,25.01,Decline Push-ups
55.01,Female,91.45,1.78,1414.41,Strength,3.0,28.86,Box Jumps
31.14,Male,63.45,1.8,389.75,Yoga,2.02,19.58,Mountain Climbers
57.14,Female,61.49,1.52,799.34,Cardio,3.04,26.61,Burpees
58.12,Female,109.75,1.75,659.4,Yoga,2.0,35.84,Incline Push-ups
46.95,Female,49.52,1.69,1071.01,Yoga,2.98,17.34,Deadlift
51.97,Male,63.21,1.62,1713.14,HIIT,4.0,24.09,Inverted Rows
19.25,Male,72.85,1.79,980.1,HIIT,3.0,22.74,Dips
34.07,Male,112.62,1.85,1274.4,Strength,3.95,32.91,Burpees
18.0,Female,50.9,1.53,1393.2,Strength,2.99,21.74,Jumping Jacks
23.23,Female,47.6,1.6,668.19,Cardio,2.98,18.59,Reverse Lunges
38.13,Male,46.02,1.68,1328.76,HIIT,3.0,16.31,Deadlift
33.6,Female,71.49,1.64,1209.6,Cardio,4.01,26.58,Push-ups
32.82,Male,78.29,1.68,929.57,Yoga,2.97,27.74,Leg Press
41.18,Female,51.89,1.8,1174.26,Strength,4.01,16.02,Thrusters
58.88,Male,126.38,1.69,1499.04,HIIT,2.99,44.25,Tricep Extensions
58.89,Male,70.92,1.68,842.4,Yoga,3.01,25.13,Reverse Lunges
25.14,Female,41.42,1.67,740.36,Yoga,2.99,14.85,Seated Rows
21.07,Female,62.38,1.81,1727.76,HIIT,4.02,19.04,Jumping Jacks
44.81,Female,88.96,1.78,2173.6,HIIT,3.99,28.08,Reverse Lunges
52.86,Female,66.87,1.7,1006.32,Cardio,3.97,23.14,Leg Raises
22.63,Female,44.07,1.62,715.85,HIIT,1.99,16.79,Renegade Rows
30.3,Male,78.26,1.77,1520.26,Strength,4.0,24.98,Rows
45.83,Male,94.97,1.82,1065.6,Yoga,3.01,28.67,Mountain Climbers
25.38,Male,66.83,1.61,1669.8,HIIT,1.98,25.78,Scissors Kicks
36.69,Female,73.64,1.74,1112.4,Strength,2.98,24.32,Zottman Curls
53.25,Male,61.29,1.63,356.4,Yoga,2.98,23.07,Windshield Wipers
31.75,Female,105.79,1.67,375.86,Yoga,3.04,37.93,Step-ups
34.04,Female,68.9,1.49,984.76,Yoga,3.97,31.03,Bear Crawls
22.88,Female,56.45,1.55,1324.8,Cardio,4.0,23.5,Deadlift
40.95,Male,67.35,1.74,1618.45,HIIT,3.0,22.25,Seated Rows
22.92,Male,84.13,1.99,1872.0,Cardio,4.0,21.24,Plyo Squats
49.08,Male,81.87,1.84,1392.04,Strength,4.0,24.18,Lunges
42.37,Female,72.75,1.69,1045.53,Cardio,3.01,25.47,Glute Bridges
21.92,Male,117.62,1.68,1190.4,Cardio,3.02,41.67,Leg Raises
24.14,Female,87.74,1.8,2060.78,Strength,4.01,27.08,Frog Jumps
45.47,Male,65.38,1.78,1283.63,Cardio,2.99,20.64,Kettlebell Swings
53.78,Female,116.73,2.0,1119.72,Strength,3.02,29.18,Plyo Squats
40.14,Female,51.72,1.82,601.69,Yoga,3.01,15.61,Lat Pulldowns
36.28,Male,95.78,1.86,1213.3,Cardio,3.0,27.69,Tricep Dips
27.1,Male,77.04,1.7,855.15,Cardio,2.99,26.66,Burpees
21.67,Female,102.32,1.84,1191.39,Cardio,3.01,30.22,Turkish Get-ups
55.23,Female,75.01,1.67,1672.84,HIIT,1.99,26.9,Bench Press
46.81,Female,98.7,1.9,670.02,Cardio,3.03,27.34,Wall Angels
45.46,Female,48.84,1.64,1357.4,Strength,3.99,18.16,Kettlebell Swings
22.98,Female,107.49,1.94,1632.02,HIIT,1.99,28.56,Step-ups
33.9,Male,102.18,1.71,633.6,Yoga,2.0,34.94,Burpees
36.05,Male,110.01,1.62,833.11,Strength,3.0,41.92,Face Pulls
54.16,Male,72.58,1.78,1538.1,HIIT,2.0,22.91,Lunges
46.94,Female,41.85,1.58,1349.77,HIIT,4.0,16.76,Box Jumps
35.7,Female,110.2,1.77,1450.68,HIIT,2.0,35.18,Scissors Kicks
22.84,Male,84.11,1.99,2095.91,Strength,3.98,21.24,Decline Push-ups
45.16,Male,51.94,1.85,1057.92,Cardio,2.98,15.18,Lat Pulldowns
51.78,Female,58.04,1.56,1723.74,Cardio,4.0,23.85,Plank
21.44,Male,101.59,1.95,1160.54,HIIT,3.04,26.72,Seated Rows
22.13,Female,71.66,1.63,1101.1,HIIT,2.01,26.97,Bicep Curls
49.92,Male,58.61,1.58,2258.1,Strength,4.99,23.48,Zottman Curls
53.25,Female,68.21,1.97,1729.2,HIIT,3.02,17.58,Bear Crawls
41.12,Male,66.03,1.69,770.8,Strength,2.02,23.12,Bicep Curls
41.01,Male,81.34,1.87,1949.29,Cardio,4.98,23.26,Push Ups
23.79,Female,88.81,1.79,2531.1,HIIT,3.99,27.72,Dead Bugs
40.45,Female,55.02,1.61,1826.6,Strength,4.02,21.23,Dips
47.79,Female,83.89,1.82,1976.0,Cardio,4.99,25.33,Turkish Get-ups
19.31,Male,56.84,1.87,603.9,Strength,2.98,16.25,Thrusters
19.27,Female,65.94,1.58,1059.28,Yoga,3.01,26.41,Burpees
50.09,Female,80.61,1.77,1919.56,Cardio,4.01,25.73,Tricep Dips
56.16,Male,40.37,1.8,1329.51,Strength,3.99,12.46,Turkish Get-ups
38.04,Male,40.02,1.79,409.57,Yoga,1.97,12.49,Plyometric Push-ups
31.88,Female,78.87,1.62,1548.8,HIIT,3.0,30.05,Scissors Kicks
30.98,Male,60.62,1.77,2010.85,Strength,3.97,19.35,Zottman Curls
18.01,Male,66.83,1.6,725.34,HIIT,2.99,26.11,Bench Press
43.63,Male,83.33,1.95,2224.71,Strength,5.0,21.91,Dead Bugs
41.31,Male,72.36,1.69,1426.79,HIIT,2.98,25.34,Deadlifts
47.04,Female,87.22,1.64,2860.0,HIIT,3.98,32.43,Bulgarian Split Squats
49.7,Female,55.87,1.55,2647.54,HIIT,4.0,23.25,Leg Press
41.09,Female,55.14,1.55,1900.8,HIIT,3.98,22.95,Bird Dogs
36.87,Female,49.48,1.74,1465.2,HIIT,3.01,16.34,Bicycle Crunches
54.01,Female,117.52,1.62,999.23,Cardio,4.0,44.78,Squats
46.61,Male,73.54,1.8,1647.1,HIIT,3.01,22.7,Box Jumps
33.39,Male,77.39,1.71,951.26,Cardio,3.0,26.47,Zottman Curls
27.84,Female,114.57,1.87,760.66,Yoga,2.99,32.76,Dragon Flags
41.83,Female,73.57,1.62,1125.07,Cardio,4.01,28.03,Incline Push-ups
37.92,Male,61.12,1.97,1654.69,HIIT,3.01,15.75,Deadlifts
26.41,Male,71.47,1.66,712.15,Cardio,2.99,25.94,Scissors Kicks
34.42,Male,68.33,1.53,902.56,Yoga,1.98,29.19,Dragon Flags
38.8,Female,93.86,1.7,1188.0,Strength,3.97,32.48,Wall Angels
52.37,Male,44.61,1.62,1240.8,Cardio,3.04,17.0,Windshield Wipers
53.11,Male,61.25,1.63,357.05,Yoga,2.98,23.05,Tricep Extensions
29.04,Female,87.73,1.89,1828.99,Cardio,5.02,24.56,Renegade Rows
53.32,Male,93.43,1.95,783.91,Cardio,3.01,24.57,Glute Bridges
49.25,Male,57.6,1.89,1371.03,HIIT,2.01,16.12,Shoulder Press
31.77,Female,61.79,1.58,2686.33,HIIT,5.02,24.75,Resistance Band Pull-Aparts
57.27,Female,83.63,1.64,1217.74,Yoga,4.03,31.09,Step-ups
30.19,Female,59.93,1.55,1249.04,Cardio,2.99,24.94,Glute Bridges
42.22,Female,71.17,1.87,1503.7,Strength,2.97,20.35,Dead Bugs
34.22,Female,59.56,1.66,1145.04,Cardio,3.0,21.61,Bulgarian Split Squats
48.08,Female,129.25,1.61,1017.6,Cardio,3.99,49.86,Bulgarian Split Squats
33.05,Male,116.72,1.61,1008.84,Cardio,2.98,45.03,Step-ups
43.83,Male,72.0,1.66,1669.8,HIIT,1.99,26.13,Kettlebell Swings
39.39,Female,61.49,1.64,640.2,Yoga,3.0,22.86,Superman
18.88,Male,86.41,1.86,1930.5,Strength,3.98,24.98,Renegade Rows
28.29,Male,55.87,1.79,2330.09,Strength,5.0,17.44,Plank
36.25,Female,56.36,1.95,1200.8,Strength,3.98,14.82,Dragon Flags
42.69,Female,55.55,1.73,2389.94,HIIT,4.97,18.56,Dragon Flags
27.83,Male,70.7,1.67,1915.6,HIIT,3.97,25.35,Lateral Raises
20.18,Female,74.39,1.75,1276.8,Cardio,3.03,24.29,Face Pulls
41.1,Female,64.39,1.71,1598.53,HIIT,3.01,22.02,Wall Angels
57.14,Male,126.13,1.63,1174.77,HIIT,2.01,47.47,Mountain Climbers
52.41,Male,48.33,1.86,1334.31,HIIT,2.98,13.97,Frog Jumps
29.45,Female,108.3,1.66,1181.12,Strength,2.96,39.3,Dips
25.13,Female,59.73,1.51,1686.1,Cardio,4.99,26.2,Plyometric Push-ups
38.2,Male,69.02,1.92,952.78,Yoga,4.03,18.72,Rows
18.02,Male,87.36,1.93,1340.57,Yoga,3.97,23.45,Tricep Dips
30.81,Male,61.05,1.76,1883.85,Cardio,4.02,19.71,Pistol Squats
33.99,Female,54.68,1.52,994.4,Cardio,3.0,23.67,Mountain Climbers
40.25,Female,69.17,1.99,1519.26,HIIT,4.0,17.47,Dips
34.26,Female,56.68,1.77,2109.24,Strength,4.96,18.09,Bulgarian Split Squats
58.15,Female,83.16,1.86,1226.48,Yoga,4.05,24.04,Tricep Dips
23.14,Female,57.89,1.7,1230.17,Strength,2.97,20.03,Bicycle Crunches
18.62,Male,49.57,1.69,1040.44,Strength,2.98,17.36,Russian Twists
34.38,Female,112.47,1.85,1274.4,Strength,4.0,32.86,Windshield Wipers
29.85,Female,84.4,1.95,1256.77,Yoga,5.02,22.2,Burpees
24.07,Female,67.71,1.56,1877.52,HIIT,3.0,27.82,Rows
18.0,Male,88.17,1.93,2002.24,Strength,3.99,23.67,Bicep Curls
45.46,Male,50.6,1.64,1428.19,Strength,2.03,18.81,Pull-ups
56.9,Female,96.59,1.74,1293.84,Strength,2.99,31.9,Box Jumps
44.9,Female,92.49,1.91,1125.07,Strength,3.01,25.35,Dragon Flags
47.8,Female,71.42,1.64,1564.7,Strength,4.01,26.55,Lat Pulldowns
55.12,Female,75.2,1.67,1356.3,Strength,1.97,26.96,Lat Pulldowns
27.64,Male,114.65,1.87,755.37,Yoga,3.0,32.79,Frog Jumps
27.38,Male,76.15,1.76,822.05,HIIT,3.01,24.58,Flutter Kicks
49.97,Female,73.65,1.55,579.22,Yoga,3.01,30.66,Russian Twists
34.99,Male,100.78,1.76,740.54,Cardio,1.99,32.53,Frog Jumps
32.26,Male,67.73,1.66,1463.98,HIIT,4.01,24.58,Plank
54.33,Male,75.08,1.72,959.43,Strength,3.03,25.38,Plyometric Push-ups
43.03,Male,72.54,1.59,1151.75,Cardio,3.03,28.69,Plyo Squats
49.77,Female,69.94,1.72,1178.83,Cardio,4.0,23.64,Burpees
19.12,Female,85.91,1.85,1940.71,Strength,4.0,25.1,Scissors Kicks
34.71,Female,59.45,1.66,856.44,Yoga,2.98,21.57,Wall Angels
55.62,Male,93.76,1.66,1367.44,Strength,2.0,34.03,Squats
18.0,Female,49.99,1.54,1699.96,HIIT,3.03,21.08,Pistol Squats
25.07,Female,122.74,1.99,1367.3,HIIT,3.03,30.99,Burpees
50.62,Female,60.32,1.71,1387.7,HIIT,2.01,20.63,Resistance Band Pull-Aparts
41.62,Male,57.68,1.57,2131.04,Strength,4.02,23.4,Mountain Climbers
54.13,Male,71.65,1.86,1104.0,Cardio,3.0,20.71,Decline Push-ups
18.98,Male,89.41,1.77,1428.02,Cardio,4.03,28.54,Bulgarian Split Squats
53.98,Female,70.93,1.86,1243.04,Strength,2.99,20.5,Bulgarian Split Squats
22.14,Male,71.8,1.93,1531.04,Strength,3.97,19.28,Tricep Dips
57.59,Female,59.48,1.58,2293.2,Strength,4.0,23.83,Shoulder Press
38.44,Male,102.71,1.94,593.46,Yoga,3.01,27.29,Rows
24.73,Female,80.97,1.61,2242.94,Strength,3.98,31.24,Incline Push-ups
42.66,Female,46.86,1.63,780.22,Yoga,2.01,17.64,Scissors Kicks
36.11,Female,109.7,1.77,1188.0,Strength,2.01,35.02,Squats
56.08,Female,129.34,1.78,852.17,Yoga,1.96,40.82,Thrusters
55.05,Female,75.27,1.71,1360.73,HIIT,4.03,25.74,Bear Crawls
37.34,Male,73.26,1.76,877.67,Yoga,2.97,23.65,Burpees
18.08,Male,125.59,1.68,1408.85,Cardio,3.0,44.5,Prone Cobras
34.94,Male,101.38,1.76,746.64,Cardio,2.02,32.73,Step-ups
53.61,Male,78.18,1.66,1016.05,Yoga,3.0,28.37,Resistance Band Pull-Aparts
34.23,Female,92.13,1.76,481.8,Yoga,3.0,29.74,Dead Bugs
23.81,Male,59.57,1.79,2047.22,Cardio,3.98,18.59,Jumping Jacks
47.47,Male,43.87,1.62,629.77,HIIT,2.99,16.72,Resistance Band Pull-Aparts
53.22,Female,73.81,1.55,1548.26,HIIT,4.01,30.72,Shoulder Press
20.94,Female,59.9,1.7,1540.15,Yoga,5.01,20.73,Dips
22.68,Female,62.49,1.54,1110.55,Strength,4.01,26.35,Burpees
36.16,Female,55.98,1.95,792.0,Yoga,4.01,14.72,Burpees
20.16,Male,124.49,1.82,1638.16,HIIT,2.99,37.58,Renegade Rows
31.66,Male,61.53,1.58,1459.72,Yoga,4.98,24.65,Lateral Raises
50.69,Male,66.24,1.58,758.86,Cardio,2.98,26.53,Plyo Squats
51.31,Female,56.64,1.5,1404.52,Strength,2.98,25.17,Pull-ups
28.91,Male,120.97,1.78,782.1,Strength,2.01,38.18,Shoulder Press
47.06,Male,66.86,1.71,1715.08,HIIT,3.02,22.87,Renegade Rows
40.2,Male,68.87,1.99,1110.82,Cardio,3.96,17.39,Bicycle Crunches
46.97,Male,49.93,1.69,1595.74,Strength,3.0,17.48,Jumping Jacks
39.99,Female,62.4,1.53,2014.5,Cardio,4.99,26.66,Calf Raises
54.95,Female,92.28,1.78,1757.69,HIIT,3.04,29.13,Zottman Curls
30.95,Male,63.02,1.8,395.28,Yoga,2.0,19.45,Plyometric Push-ups
52.68,Female,73.03,1.76,1177.2,Strength,3.02,23.58,Incline Push-ups
27.12,Female,89.48,1.98,1879.5,Cardio,3.98,22.82,Resistance Band Pull-Aparts
18.02,Male,50.59,1.53,1705.64,HIIT,3.01,21.61,Deadlift
30.98,Male,57.62,1.56,2094.3,Strength,5.02,23.68,Tricep Dips
19.67,Female,75.16,1.75,1770.27,HIIT,3.0,24.54,Bicycle Crunches
47.55,Female,72.7,1.83,1134.95,Strength,4.02,21.71,Reverse Lunges
18.54,Male,48.78,1.52,1159.49,HIIT,2.01,21.11,Lat Pulldowns
38.19,Male,123.82,1.61,1285.33,Cardio,4.01,47.77,Face Pulls
49.14,Female,82.93,1.95,1983.34,Cardio,5.01,21.81,Burpees
19.08,Male,88.77,1.77,1621.35,Strength,3.99,28.33,Pull-ups
40.67,Female,46.87,1.78,1106.78,Cardio,2.98,14.79,Pull-ups
34.17,Female,51.7,1.78,1502.45,Strength,3.96,16.32,Plyo Squats
46.14,Male,75.51,1.53,1245.92,Cardio,4.01,32.26,Deadlifts
54.02,Male,47.33,1.5,1364.96,Strength,1.98,21.04,Bear Crawls
58.07,Male,46.81,1.67,915.16,Yoga,3.97,16.78,Scissors Kicks
29.08,Female,87.21,1.62,2186.22,HIIT,3.98,33.23,Reverse Lunges
52.9,Female,64.64,1.55,1383.79,Yoga,4.01,26.91,Pistol Squats
52.03,Male,105.66,1.99,1139.47,HIIT,2.02,26.68,Dragon Flags
37.2,Male,69.71,1.77,999.9,Strength,2.01,22.25,Lat Pulldowns
42.22,Male,65.43,1.65,1452.0,HIIT,2.97,24.03,Bird Dogs
40.07,Female,73.73,1.94,992.2,HIIT,1.98,19.59,Bird Dogs
50.13,Male,57.66,1.91,1440.0,HIIT,3.99,15.81,Bicycle Crunches
18.85,Male,72.44,1.94,1113.6,Cardio,3.0,19.25,Dips
45.26,Female,66.03,1.57,579.74,Cardio,2.01,26.79,Dead Bugs
42.27,Female,85.11,1.81,1805.96,Strength,4.99,25.98,Dead Bugs
42.88,Male,72.51,1.88,1403.6,HIIT,3.02,20.52,Superman
50.03,Male,69.39,1.72,1636.8,HIIT,3.99,23.46,Turkish Get-ups
45.79,Male,62.9,1.61,1291.44,HIIT,4.02,24.27,Zottman Curls
38.92,Female,60.82,1.65,921.54,Strength,3.01,22.34,Wall Angels
31.2,Male,63.0,1.64,1813.5,Strength,4.0,23.42,Tricep Dips
18.0,Female,64.59,1.82,879.13,Yoga,2.98,19.5,Scissors Kicks
49.06,Female,70.07,1.89,625.94,Cardio,3.0,19.62,Leg Raises
51.88,Male,68.36,1.63,1030.54,Cardio,2.98,25.73,Push-ups
24.93,Male,65.88,1.76,1088.01,HIIT,2.97,21.27,Incline Push-ups
57.96,Female,45.71,1.67,1383.55,Strength,3.98,16.39,Shoulder Press
31.84,Male,85.46,1.6,2843.51,HIIT,5.01,33.38,Pistol Squats
27.97,Male,86.37,1.76,1152.0,Cardio,3.05,27.88,Lateral Raises
27.71,Female,101.12,1.84,1067.26,Strength,2.99,29.87,Bicep Curls
31.84,Male,49.01,1.62,856.8,Yoga,3.0,18.67,Face Pulls
41.97,Female,70.48,1.87,1333.29,Cardio,3.0,20.15,Box Jumps
44.98,Male,50.57,1.79,733.93,Strength,1.99,15.78,Mountain Climbers
36.21,Female,123.5,1.69,944.77,Yoga,3.99,43.24,Deadlift
37.11,Male,67.27,1.75,984.76,Yoga,4.02,21.97,Resistance Band Pull-Aparts
41.14,Male,71.59,1.96,448.39,Cardio,2.03,18.64,Mountain Climbers
41.85,Female,72.61,1.69,1415.93,HIIT,3.0,25.42,Bench Press
41.92,Male,63.62,1.71,1545.69,Strength,2.98,21.76,Flutter Kicks
25.89,Male,71.14,1.5,1402.32,HIIT,1.99,31.62,Dead Bugs
20.37,Female,76.27,1.62,1458.0,Strength,4.02,29.06,Lateral Raises
40.92,Female,51.35,1.8,1178.18,Strength,4.0,15.85,Tricep Dips
39.85,Male,88.43,1.87,2821.43,HIIT,5.01,25.29,Flutter Kicks
36.32,Male,112.09,1.63,1100.68,Strength,3.99,42.19,Mountain Climbers
43.16,Female,57.67,1.8,2829.22,HIIT,3.99,17.8,Dragon Flags
40.84,Male,94.48,1.62,1219.38,Strength,4.02,36.0,Flutter Kicks
19.05,Male,73.26,1.79,791.28,Strength,2.99,22.86,Mountain Climbers
59.06,Female,49.91,1.95,704.27,Yoga,3.02,13.13,Tricep Extensions
53.12,Female,124.88,1.91,350.12,Yoga,2.0,34.23,Mountain Climbers
18.85,Male,59.74,1.59,744.44,Yoga,2.0,23.63,Deadlift
40.29,Female,80.61,1.76,1908.57,Strength,4.97,26.02,Deadlift
41.39,Female,64.93,1.57,1361.87,HIIT,4.01,26.34,Lunges
18.71,Female,95.22,1.85,873.38,Yoga,3.99,27.82,Seated Rows
36.96,Female,124.15,1.76,1475.1,Strength,2.04,40.08,Lat Pulldowns
43.84,Male,72.18,1.66,923.16,Yoga,2.03,26.19,Scissors Kicks
24.08,Male,62.41,1.79,1365.47,Cardio,3.97,19.48,Glute Bridges
18.0,Female,126.26,1.67,1052.95,Yoga,3.02,45.27,Shoulder Press
37.15,Female,76.68,1.77,1470.02,Strength,4.01,24.48,Bear Crawls
54.95,Male,75.75,1.67,1645.6,HIIT,1.99,27.16,Lat Pulldowns
38.09,Female,86.2,1.8,1339.54,Yoga,3.98,26.6,Bench Press
29.85,Female,51.28,1.74,1028.06,Cardio,3.01,16.94,Scissors Kicks
31.27,Female,77.03,1.71,1679.19,HIIT,3.96,26.34,Face Pulls
44.17,Female,65.51,1.8,733.27,Strength,1.99,20.22,Bicycle Crunches
18.94,Female,98.4,1.7,823.19,Strength,2.0,34.05,Reverse Lunges
20.12,Male,117.9,1.81,1793.7,HIIT,3.02,35.99,Jumping Jacks
39.22,Female,85.33,1.82,2028.0,Cardio,5.0,25.76,Rows
39.57,Male,60.67,1.87,1598.53,HIIT,3.0,17.35,Tricep Extensions
45.27,Male,117.97,1.95,770.4,Yoga,3.0,31.02,Step-ups
29.91,Female,68.49,1.75,1219.91,Strength,1.99,22.36,Squats
19.88,Female,116.79,1.81,1306.69,Cardio,3.03,35.65,Turkish Get-ups
23.77,Male,42.1,1.75,821.7,Strength,3.03,13.75,Dips
26.09,Male,64.34,1.5,2246.4,Strength,5.0,28.6,Mountain Climbers
35.81,Male,110.1,1.62,731.06,Cardio,2.98,41.95,Box Jumps
56.66,Male,50.94,1.57,1145.75,Strength,3.03,20.67,Rows
56.02,Female,39.84,1.8,887.08,Yoga,4.01,12.3,Calf Raises
45.74,Male,84.26,2.0,2156.11,Strength,4.98,21.06,Push Ups
31.87,Male,68.14,1.66,1188.0,Strength,3.98,24.73,Windshield Wipers
30.64,Male,64.73,1.7,1546.78,Yoga,5.03,22.4,Lat Pulldowns
54.58,Female,85.9,1.77,727.2,Yoga,2.98,27.42,Frog Jumps
47.07,Female,86.79,1.99,2318.38,Strength,4.01,21.92,Bear Crawls
24.95,Male,81.83,1.95,2019.15,Cardio,4.0,21.52,Bicycle Crunches
54.2,Male,86.07,1.95,1028.66,Cardio,2.0,22.64,Push-ups
20.02,Male,46.35,1.68,899.26,Strength,2.04,16.42,Bicycle Crunches
24.83,Male,49.71,1.98,1519.26,HIIT,3.02,12.68,Bear Crawls
40.05,Female,81.46,1.74,1110.16,HIIT,2.01,26.91,Lateral Raises
39.27,Female,76.78,1.92,1220.4,Strength,4.01,20.83,Tricep Extensions
29.34,Female,69.08,1.7,739.8,Strength,2.0,23.9,Turkish Get-ups
27.72,Male,62.76,1.6,1188.0,Strength,3.01,24.52,Dips
57.01,Female,75.59,1.63,614.88,Cardio,2.98,28.45,Pistol Squats
48.34,Male,57.36,1.51,1316.3,Cardio,3.99,25.16,Dragon Flags
44.01,Male,94.6,1.84,1654.12,HIIT,4.01,27.94,Squats
50.01,Female,52.35,1.5,1304.42,Strength,3.01,23.27,Rows
31.06,Male,64.57,1.7,2038.4,Cardio,4.98,22.34,Deadlift
32.05,Female,84.98,1.6,2860.0,HIIT,5.03,33.2,Calf Raises
58.11,Female,58.55,1.66,1466.76,HIIT,2.02,21.25,Shoulder Press
48.74,Male,70.35,1.89,624.8,Cardio,3.0,19.69,Inverted Rows
50.02,Female,95.08,1.61,1113.6,Cardio,3.98,36.68,Thrusters
21.26,Male,89.03,1.6,1340.57,Yoga,4.01,34.78,Face Pulls
38.32,Female,85.62,1.8,1784.67,Cardio,4.02,26.43,Wall Angels
45.15,Female,51.17,1.64,1432.89,Strength,1.98,19.03,Face Pulls
30.62,Male,60.96,1.77,1348.36,Yoga,4.02,19.46,Bird Dogs
29.21,Male,76.14,1.8,1249.04,Cardio,4.0,23.5,Box Jumps
33.0,Male,53.79,1.66,1108.8,Cardio,3.0,19.52,Reverse Lunges
43.2,Male,70.31,1.66,1184.72,HIIT,1.97,25.52,Push-ups
28.26,Male,58.45,2.0,1425.6,Strength,4.03,14.61,Mountain Climbers
35.02,Female,59.4,1.66,1585.1,HIIT,2.98,21.56,Scissors Kicks
39.16,Female,71.93,1.89,554.9,Strength,1.98,20.14,Dead Bugs
41.56,Male,45.56,1.59,1413.62,Strength,3.0,18.02,Zottman Curls
52.89,Male,52.0,1.7,1242.0,Strength,3.01,17.99,Mountain Climbers
41.94,Male,50.43,1.64,564.74,Cardio,2.99,18.75,Squats
46.02,Female,94.12,1.82,1938.78,HIIT,3.0,28.41,Pistol Squats
46.8,Male,98.66,1.89,743.85,Strength,3.02,27.62,Deadlift
28.39,Female,102.42,1.84,1070.17,Strength,3.01,30.25,Seated Rows
30.86,Female,60.78,1.76,1404.0,Yoga,3.99,19.62,Decline Push-ups
21.84,Female,61.81,1.52,1427.4,Yoga,5.01,26.75,Glute Bridges
35.95,Female,109.91,1.62,1016.4,HIIT,3.03,41.88,Leg Press
19.09,Male,89.25,1.77,1632.16,Strength,3.99,28.49,Face Pulls
49.53,Male,80.02,1.77,2166.16,Strength,3.98,25.54,Lateral Raises
51.21,Male,66.36,1.58,1029.44,HIIT,3.0,26.58,Face Pulls
36.67,Female,76.39,1.77,1471.25,Strength,4.01,24.38,Decline Push-ups
58.16,Female,103.47,1.66,884.4,Yoga,3.03,37.55,Shoulder Press
27.39,Female,75.92,1.76,673.2,Strength,2.98,24.51,Dead Bugs
38.93,Female,102.46,1.94,600.6,Yoga,3.0,27.22,Lunges
46.27,Female,102.63,1.77,1038.4,Cardio,1.99,32.76,Incline Push-ups
36.64,Male,71.58,1.64,1062.94,Cardio,2.99,26.61,Dragon Flags
47.3,Female,97.74,1.9,495.0,Yoga,2.99,27.07,Pistol Squats
56.87,Male,61.67,1.52,800.07,Cardio,3.0,26.69,Glute Bridges
26.92,Male,76.97,1.7,626.43,Yoga,3.01,26.63,Turkish Get-ups
33.96,Female,75.88,1.6,562.69,Cardio,2.01,29.64,Bird Dogs
38.05,Female,71.14,1.76,977.69,Cardio,2.01,22.97,Thrusters
35.98,Male,58.17,1.77,2361.32,HIIT,4.01,18.57,Rows
42.18,Female,56.8,1.53,943.31,Cardio,2.97,24.26,Step-ups
25.84,Male,73.42,1.67,1206.7,Cardio,1.98,26.33,Dips
52.15,Male,59.85,1.68,1238.29,Yoga,4.0,21.21,Deadlifts
25.85,Female,73.8,1.66,1138.43,HIIT,1.98,26.78,Superman
41.74,Male,72.85,1.63,343.2,Yoga,3.04,27.42,Dead Bugs
42.07,Male,64.67,1.71,1553.9,Strength,2.96,22.12,Zottman Curls
23.15,Male,80.33,1.8,1216.8,Yoga,4.01,24.79,Lateral Raises
59.27,Male,50.57,1.95,939.03,Cardio,3.01,13.3,Bear Crawls
35.79,Male,69.05,1.65,811.8,Yoga,2.99,25.36,Pistol Squats
38.24,Female,83.66,1.74,1292.81,Yoga,5.0,27.63,Resistance Band Pull-Aparts
47.03,Male,49.31,1.69,1072.8,Yoga,3.01,17.26,Leg Raises
33.65,Male,56.1,1.77,2574.0,HIIT,5.01,17.91,Plyometric Push-ups
